"SN","FLDN_DOWA","FLDN_GRD","FLDN_AREA","FLDN_YR","FLDN_DST_NM","FLDN_CS_DTL_NM","FLDN_BGNG_YMD","FLDN_END_YMD","FLDN_BGNG_TM","FLDN_END_TM","STDG_CTPV_CD","STDG_SGG_CD","GEOM"
"일련번호","침수수심","침수등급","침수면적","침수연도","침수재해명","침수원인상세명","침수시작일자","침수종료일자","침수시작시각","침수종료시각","법정동시도코드","법정동시군구코드","지오메트리"
"12591","0.3","1","1085.11","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14128558.2207975 4510717.0826333603,14128553.085512299 4510717.8595325798,14128553.8447222 4510703.47848849,14128554.328299301 4510693.2938816296,14128554.809295399 4510683.1800905699,14128551.996712601 4510678.5877168197,14128541.584444501 4510678.0803488996,14128527.173645601 4510677.1711415704,14128523.5400993 4510676.9428610504,14128516.481988899 4510676.5180919301,14128513.4412803 4510679.3831370901,14128513.065382499 4510685.90602066,14128511.936134299 4510701.50436268,14128510.7913396 4510717.5971091501,14128510.740191 4510718.4910218604,14128510.3803287 4510725.3894820502,14128509.6475167 4510735.4474529596,14128509.627395799 4510749.7621760396,14128509.627833501 4510750.6978637297,14128512.9955118 4510754.0490885396,14128499.6822166 4510754.95148989,14128502.7139089 4510750.9130177796,14128503.793248801 4510730.5172736896,14128504.5936941 4510716.5724838004,14128504.851673 4510709.5601399401,14128491.505852399 4510708.85413385,14128476.173302099 4510708.0059931399,14128460.8307351 4510707.0971280597,14128460.5840324 4510702.7257501697,14128471.999733901 4510703.3327182196,14128483.0338581 4510704.02152343,14128485.110012701 4510704.1321081296,14128498.766781401 4510704.8864462897,14128505.5392417 4510705.14406987,14128506.2244677 4510691.9249970103,14128506.688198 4510682.8859632798,14128507.1665847 4510674.3615745297,14128507.3713203 4510670.6253562402,14128508.139862601 4510657.15477823,14128509.080191599 4510641.6208204599,14128510.055539601 4510627.7863070397,14128510.1405055 4510627.0947403302,14128510.3341798 4510624.4826046396,14128511.054468 4510614.3387468196,14128509.086789999 4510609.7231150903,14128511.3835492 4510609.5114603797,14128517.8256162 4510608.8482793998,14128521.551462101 4510610.0451920005,14128517.0528016 4510612.8532963702,14128516.535108 4510621.7038235404,14128516.472987 4510623.6244333303,14128515.460428899 4510639.69821274,14128515.378216499 4510641.5568509698,14128514.3236768 4510656.6835613204,14128513.5812597 4510669.0882455604,14128514.363673 4510669.9348433698,14128515.6256565 4510670.9462417699,14128525.283751801 4510671.4163001804,14128527.1710521 4510671.5090071904,14128545.716709699 4510672.41553903,14128558.605426 4510673.1337150997,14128569.052993201 4510673.5854617804,14128577.547858899 4510673.8622548096,14128578.557004699 4510676.0506112501,14128575.5695372 4510679.9677301599,14128563.7797022 4510679.5919389203,14128560.1017792 4510682.59931874,14128559.8833676 4510686.1572449701,14128559.33371 4510698.4862705097,14128559.022474 4510703.0860160897,14128558.2207975 4510717.0826333603))"
"12592","0.3","1","108.85","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14128560.733499 4510703.1874131402,14128559.022474 4510703.0860160897,14128559.33371 4510698.4862705097,14128561.6491549 4510695.6407993399,14128566.864063101 4510688.7339850897,14128559.8833676 4510686.1572449701,14128560.1017792 4510682.59931874,14128563.7797022 4510679.5919389203,14128575.5695372 4510679.9677301599,14128573.409254899 4510683.9285677196,14128579.1604371 4510685.7923413003,14128578.9870036 4510686.8682228196,14128574.103858599 4510685.8511188496,14128567.108934401 4510695.2548936699,14128566.302396899 4510694.6320816698,14128565.3408307 4510694.1924763899,14128562.1243256 4510699.40544366,14128563.1417381 4510699.3342663497,14128560.733499 4510703.1874131402))"
"12593","0.3","1","27.84","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14128561.6491549 4510695.6407993399,14128559.33371 4510698.4862705097,14128559.8833676 4510686.1572449701,14128566.864063101 4510688.7339850897,14128561.6491549 4510695.6407993399))"
"12594","0.3","1","75.96","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14128538.513616201 4510703.8607380204,14128539.136654399 4510702.6676596198,14128544.714284699 4510702.8635102604,14128553.0132882 4510692.4417579202,14128554.328299301 4510693.2938816296,14128553.8447222 4510703.47848849,14128548.4520212 4510710.6645897804,14128538.513616201 4510703.8607380204))"
"12595","0.3","1","42","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14128545.394913999 4510715.0027093003,14128535.468328601 4510709.0776462201,14128538.513616201 4510703.8607380204,14128548.4520212 4510710.6645897804,14128545.394913999 4510715.0027093003))"
"12596","0.3","1","1768.05","2022","8월","내수","20220808","20220810","2000","2400","11","11560","POLYGON((14127688.1515768 4510878.0270103198,14127691.876211399 4510901.5735600898,14127692.365751799 4510903.16092961,14127697.8378051 4510924.3471997902,14127700.001357101 4510933.1828255001,14127700.611570699 4510937.6229472402,14127701.3758085 4510938.9956272496,14127705.1310228 4510943.7473083502,14127706.3625533 4510946.2761600204,14127702.164154699 4510942.8125414904,14127700.1828246 4510940.93416759,14127696.138197999 4510934.6724367999,14127698.4257803 4510933.6137548499,14127693.965557899 4510918.2196769798,14127690.949665399 4510907.98601148,14127686.5951299 4510888.74684982,14127685.986305499 4510878.9125717198,14127685.493977699 4510876.2921412196,14127683.865206201 4510867.8414703999,14127682.3276329 4510858.8269470204,14127681.5101058 4510857.8879326703,14127680.3833615 4510856.3998465501,14127672.3505021 4510846.8821321698,14127663.3866424 4510853.6838227697,14127662.5262844 4510852.7687906204,14127646.449344801 4510862.5287408102,14127645.766611399 4510861.5215732204,14127649.255243201 4510859.2931864997,14127660.499657299 4510852.1965626404,14127669.4920517 4510847.1537581002,14127672.2778621 4510843.8461090298,14127663.305188701 4510832.25631883,14127661.7153759 4510825.2219025102,14127659.742768301 4510816.9024390802,14127658.787178701 4510814.19685659,14127657.338455301 4510813.66185789,14127657.036335699 4510813.5920209801,14127654.242110999 4510813.8611751003,14127651.6302897 4510814.3049990404,14127646.104796199 4510814.8421001704,14127640.569084801 4510815.52965804,14127637.0795216 4510814.8093341598,14127634.0369658 4510814.0654178998,14127630.253 4510814.4170599002,14127629.278191499 4510814.6841780199,14127625.4615958 4510816.2332208296,14127620.8110127 4510819.5630636597,14127618.1843512 4510821.0323345,14127617.5731795 4510820.2465173304,14127620.211489299 4510818.4485009704,14127629.581827501 4510811.8672784604,14127636.212739499 4510812.72341651,14127639.046430999 4510813.3128668303,14127643.4318133 4510813.4170059897,14127648.750183599 4510813.5346908402,14127650.0751311 4510811.84413948,14127652.168114301 4510806.2383323899,14127653.193317199 4510800.6883950597,14127654.442942901 4510792.1975729596,14127654.820218399 4510790.0483778398,14127660.7084042 4510785.4843613496,14127660.918410299 4510780.5064399503,14127657.393626699 4510771.8820437901,14127646.5317432 4510776.6903345902,14127630.771289101 4510783.4689325597,14127628.1063614 4510785.4616446104,14127617.7262839 4510793.3063164596,14127612.228124199 4510791.6192623498,14127605.304798201 4510793.70393077,14127605.030141 4510793.8819508702,14127600.531468 4510795.0623642402,14127599.066945801 4510792.6369942203,14127595.601340299 4510790.58648297,14127602.146146599 4510789.3182862103,14127619.588623 4510785.3345223097,14127624.048160199 4510784.2552195303,14127629.9629249 4510779.5584818805,14127625.523718599 4510762.1225421,14127623.8619915 4510755.2764987499,14127624.2112785 4510752.1233177101,14127626.3732078 4510752.0723084304,14127628.404952399 4510763.0129762096,14127628.135020901 4510764.8246624703,14127631.263281999 4510778.5608306397,14127645.750488499 4510772.0781469699,14127656.6529136 4510767.0043649999,14127655.010262201 4510756.0008527897,14127643.1443823 4510752.15684292,14127640.543904399 4510751.2932390301,14127645.0202973 4510751.00043015,14127646.016329501 4510750.9154123999,14127657.304729 4510755.6047723703,14127657.6325025 4510766.9989900896,14127664.2864179 4510764.8457518397,14127669.6466277 4510760.6921750205,14127678.9138087 4510759.1951695904,14127679.9614961 4510759.07732285,14127679.9607441 4510757.2312351,14127684.4529687 4510757.5011015702,14127698.177461499 4510758.5473789796,14127699.2803283 4510750.74935822,14127698.6380118 4510748.2944574403,14127703.3233488 4510748.0688402699,14127704.8455955 4510748.0778921703,14127704.809784301 4510748.6607654598,14127706.7719905 4510752.0703257099,14127709.929806599 4510752.08600841,14127710.100154201 4510756.97956568,14127727.717069101 4510757.4693995602,14127743.297389001 4510758.6172905797,14127742.385320099 4510751.1739058197,14127741.0505557 4510745.9985290496,14127741.050565399 4510745.9884135304,14127742.115681 4510746.0779458499,14127742.1106338 4510746.08932098,14127745.6131953 4510758.2869621404,14127752.694797499 4510759.1902382197,14127755.0907409 4510759.3290928798,14127758.631108001 4510758.2488548895,14127763.194330299 4510756.6802551597,14127768.300220599 4510752.4606364397,14127774.8315665 4510745.4201452499,14127776.743808599 4510743.1156313904,14127778.5487433 4510738.4515683204,14127784.8085582 4510736.2548914403,14127774.732447701 4510753.0218764804,14127773.5857998 4510752.6047788896,14127768.414180299 4510757.0961926403,14127765.9845617 4510763.2567659197,14127779.975122601 4510766.5589589803,14127790.2313039 4510769.7361845998,14127804.7768686 4510766.66986873,14127803.6362716 4510763.8440138297,14127806.651469899 4510765.5551506998,14127808.941645101 4510767.0329386704,14127808.3090808 4510768.88854043,14127806.720331401 4510768.6328736003,14127804.1681787 4510768.5760706998,14127798.239848001 4510770.3975419002,14127795.229684399 4510772.6820517899,14127797.6124918 4510776.0641860599,14127804.427851001 4510781.5874592299,14127810.981357699 4510787.0738125099,14127811.667910499 4510788.0480902502,14127823.1675523 4510791.8283507898,14127823.451575199 4510791.0611015102,14127838.1554715 4510795.0365897603,14127840.1978797 4510793.5565967802,14127841.303267101 4510789.6606201204,14127842.607886501 4510785.4525156301,14127842.8365102 4510810.0980867697,14127842.560260599 4510810.63395108,14127841.365311099 4510799.9912155401,14127829.4911507 4510796.7922621202,14127819.6348703 4510794.0997308604,14127810.0207089 4510791.02050074,14127798.360711999 4510781.0619885903,14127791.2589212 4510773.5304995496,14127787.2858533 4510772.8224118603,14127770.5097518 4510767.2744391598,14127768.243609199 4510765.6866590697,14127761.5095631 4510764.7318834197,14127744.8537407 4510762.4867152302,14127742.928848 4510772.7888264004,14127748.585912401 4510778.1921657696,14127739.9071516 4510791.1583292196,14127745.1245318 4510795.5142954299,14127740.849270299 4510801.4290771699,14127735.512961799 4510796.3497281596,14127730.726666801 4510791.5035651596,14127725.0710961 4510785.8561725896,14127719.6086179 4510781.0649953801,14127713.905582501 4510777.6707983399,14127712.370894801 4510777.4998867502,14127710.442275999 4510783.75198087,14127715.0264722 4510793.2195093799,14127718.9068055 4510800.0752820401,14127719.1509153 4510804.2039407296,14127720.517631199 4510816.8067570599,14127724.0789425 4510828.1308071697,14127724.5665249 4510829.1314567504,14127727.372644 4510832.2409100505,14127727.909959599 4510832.5828280803,14127734.883404899 4510838.6968273502,14127734.906743299 4510839.3113738103,14127735.078093 4510848.4585940698,14127730.684493801 4510843.7430227501,14127725.540960001 4510838.5095701898,14127722.246325999 4510835.3768850602,14127718.075099001 4510821.9406073298,14127717.9951433 4510818.64031447,14127715.7343431 4510804.8417319404,14127715.929493999 4510802.2118665297,14127715.1009758 4510796.9547591396,14127710.850689501 4510793.8274860196,14127705.907987 4510791.9247950101,14127706.4379737 4510788.06874179,14127708.319346501 4510777.2317202399,14127708.7255217 4510775.1331318002,14127696.900169499 4510768.3620259501,14127694.338059001 4510766.8675134303,14127689.3852435 4510766.3405248299,14127688.546692301 4510762.3756847996,14127682.3595661 4510762.25718283,14127675.215074399 4510765.2356404401,14127672.157310801 4510765.9218102703,14127659.5486103 4510771.2000628999,14127662.9070602 4510781.2771452796,14127662.323710101 4510785.6186896404,14127656.9286425 4510790.6548227305,14127656.101335799 4510792.0436500199,14127655.288154701 4510794.4579579504,14127656.341207899 4510799.2524979701,14127653.872341201 4510809.4972020201,14127653.7821439 4510810.3316513197,14127661.0238968 4510812.3225756399,14127662.7926767 4510823.11510392,14127663.710151801 4510826.1784911901,14127665.0830287 4510830.97082486,14127670.0301408 4510837.4837397505,14127676.8813163 4510846.3389977301,14127684.158029901 4510856.5678669596,14127685.617597099 4510861.5714593399,14127687.806202499 4510875.7860589596,14127688.1515768 4510878.0270103198),(14127737.4187361 4510788.9507467002,14127742.413505699 4510783.7700420599,14127746.530640399 4510778.6239008503,14127741.656131599 4510773.86111979,14127742.682788 4510762.7564892201,14127732.970589001 4510762.1958746901,14127711.7995742 4510761.3283563796,14127706.8339276 4510762.3743318096,14127704.739141 4510767.2707717298,14127717.8573913 4510775.5806761598,14127727.6367845 4510782.2802538201,14127737.4187361 4510788.9507467002))"
